text,label
"crucially, a digital euro would uphold stringent privacy and inclusion standards, safeguarding user data and rights in the digital age.",Pro-CBDC
this app is thus essential for achieving the objectives of the digital euro.,Pro-CBDC
this does not mean that a decision has already been taken as to whether a digital euro will actually be issued.,Wait-and-See
a digital euro won't be introduced any time soon.,Wait-and-See
4 the benefits of a digital euro but how would a digital euro benefit consumers and merchants?,Wait-and-See
"while some critics argue that the digital euro would enable governments to monitor their citizens, the opposite is true.",Pro-CBDC
banks and other payment service providers processing digital euro payments would not be allowed to use personal and transaction-related data for commercial purposes - unless users explicitly give their consent for them to do so.,Pro-CBDC
they are afraid that the digital euro might become an attractive substitute to bank deposits.,Anti-CBDC
both measures underline that the digital euro is not meant to be a store of value.,Pro-CBDC
the same may well happen with the digital euro.,Wait-and-See
"thomas jordan: project helvetia iii - the swiss national bank's pilot for wholesale cbdc remarks by mr thomas jordan, chairman of the governing board of the swiss national bank, at the bis innovation summit, basel, 6 may 2024.",Wait-and-See
the pilot represents the world's first issuance of a wholesale cbdc on a regulated third-party platform to settle commercial transactions with tokenised assets.,Pro-CBDC
"we took advantage of this groundwork to launch helvetia iii in december 2023, bringing swiss franc wholesale cbdc from a test setting to real use.",Pro-CBDC
"then, i will discuss two alternatives to wholesale cbdc we are currently exploring.",Wait-and-See
participating banks can use swiss franc wholesale cbdc to settle transactions with tokenised bonds on six digital exchange (sdx).,Pro-CBDC
"since the start of the pilot, four tokenised bond issuances and one secondary market transaction have been successfully settled in wholesale cbdc.",Pro-CBDC
issuing wholesale cbdc on a third-party platform entails a public-private partnership.,Pro-CBDC
"if wholesale cbdc were to be issued on multiple third-party platforms, central bank money would be fragmented even further.",Anti-CBDC
"in helvetia iii, participating banks tokenise sight deposits and de-tokenise wholesale cbdc through the swiss rtgs system in a standardised, automated process.",Wait-and-See
de-tokenising wholesale cbdc on one platform and tokenising sight deposits on another would use the same process and would be facilitated by the swiss rtgs system.,Wait-and-See
"compared to wholesale cbdc and sight deposits, however, backed private token money is not a direct claim on the central bank, and thus requires a thorough analysis with regard to its regulatory treatment.",Wait-and-See
the world's first issuance of wholesale cbdc on a regulated third-party platform underscores our commitment to facilitating technical progress while acting prudently and responsibly.,Pro-CBDC
"this is why i believe that, sooner or later, we will need a central bank digital currency (cbdc) for wholesale as well as for retail purposes.",Pro-CBDC
the digital euro will always be convertible 1:1 including cash and bank account deposits.,Pro-CBDC
"fourth, the digital euro will not replace cash .",Pro-CBDC
how and when might a digital euro be issued?,Wait-and-See
"a holding limit will be set to ensure that the digital euro is used as a means of payment, not an investment asset.",Pro-CBDC
"the limit will be calibrated in the future, closer to the issuance date of a digital euro, to reflect prevailing economic conditions.",Pro-CBDC
"while this initiative is advancing quickly, a long road still lies ahead before people contemplate paying with digital euro.",Wait-and-See
let me stress that the decision to issue a digital euro has not yet been taken .,Wait-and-See
one way to think about wholesale central bank digital currency is as just another form of digital central bank reserves.,Wait-and-See
central bank digital currency - including wholesale currency - will be a partner in this respect and not an adversary.,Pro-CBDC
"however, issuing a cbdc has several implications for central banks in terms of operational and reputational risks, in most countries it would require changing legal frameworks, and the effects on financial policy and monetary policy transmission are yet to be fully understood and assessed.",Anti-CBDC
